log,iac_category,fault_category
"TASK [Install Ansible collection] ******************************************************
changed: [web-node-02]

TASK [Load collection namespace] ******************************************************
ok: [web-node-02]
ERROR! Namespace collision detected: collection 'passlib' shadows a built-in module

The error appears to be in 'group_vars/webservers.yml': line 178, column 7",Dependency,Dependency-related Faults
"TASK [Snapshot volume before migration] ******************************************************
changed: [ingress-traefik-prod]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Read environment-specific vars] ******************************************************
changed: [db-srv-replica-02]

TASK [Override defaults] ******************************************************
changed: [db-srv-replica-02]
ERROR! vars file 'roles/db/tasks/initialize.yml' is not a valid YAML dictionary; expected mapping at top level",Configuration Data,Typos
"TASK [Verify target directory exists] ******************************************************
ok: [ci-runner-build-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [web-node-04] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [db-srv-main-01]",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [gitlab-runner-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Rotate log files] ******************************************************
changed: [redis-cache-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [db-postgres-primary] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Load module] ******************************************************
changed: [app-k3s-worker-02]
TASK [Run pre-flight health checks] ******************************************************
fatal: [app-k3s-worker-02]: FAILED! => {""changed"": false, ""msg"": ""ImportError: cannot import name 'backup_bucket' from 'jmespath'; installed version may be incompatible"", ""rc"": 255}",Dependency,Dependency-related Faults
"TASK [Validate JSON config payload] ******************************************************
changed: [app-k3s-worker-03]

TASK [Push to API] ******************************************************
changed: [app-k3s-worker-03]
TASK [Configure rsyslog forwarding] ******************************************************
fatal: [app-k3s-worker-03]: FAILED! => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 16 in field 'tls_cert_path'"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""alertmanager"", ""state"": ""started""}}}",Configuration Data,Typos
"TASK [Snapshot volume before migration] ******************************************************
changed: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [ci-runner-deploy-01]",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [app-k3s-worker-01]",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [storage-block-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [web-node-03]",SUCCESS,NONE
"TASK [Deploy SSL certificate] ******************************************************
changed: [bastion-host-prod] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [ci-runner-deploy-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [app-k3s-worker-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [lb-external-ingress]",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [db-postgres-primary] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [lb-external-ingress]",SUCCESS,NONE
"TASK [Write cron job] ******************************************************
ok: [vault-server-01]
TASK [Write environment variables] ******************************************************
fatal: [vault-server-01]: FAILED! => {""changed"": false, ""msg"": ""Duplicate entry detected in crontab for user consul; idempotency guard triggered"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""certbot"", ""state"": ""started""}}}",Idempotency,State Mismanagement
"TASK [Commit ruleset] ******************************************************
changed: [app-k3s-worker-05]
TASK [Create system group] ******************************************************
fatal: [app-k3s-worker-05]: FAILED! => {""changed"": false, ""msg"": ""Rule already present in chain nginx; insertion skipped but exit status non-zero"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""logrotate"", ""state"": ""started""}}}",Idempotency,Incorrect Task Iteration Logic
"TASK [Ensure base packages are present] ******************************************************
ok: [monitor-prometheus-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [gitlab-runner-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [vault-server-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [app-k3s-worker-05]",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [app-k3s-worker-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [app-k3s-worker-05]",SUCCESS,NONE
"TASK [Parse playbook structure] ******************************************************
changed: [app-k3s-worker-02]
ERROR! Syntax error in roles/common/vars/main.yml at line 26, col 1: mapping values are not allowed here

The error appears to have been in 'roles/db/tasks/initialize.yml': line 44, column 2, but may
be elsewhere in the file depending on the exact syntax problem.",Syntax,Typos
"TASK [Gathering Facts] ******************************************************
ok: [ci-runner-build-01]",SUCCESS,NONE
"TASK [Reload systemd unit files] ******************************************************
changed: [web-node-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [web-node-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [storage-ceph-osd-01]",SUCCESS,NONE
